CustomerID,Age,Income,Location,EmploymentStatus,LoanAmount,TenureMonths,InterestRate,LoanType,MissedPayments,DelaysDays,PartialPayments,InteractionAttempts,SentimentScore,ResponseTimeHours,AppUsageFrequency,WebsiteVisits,Complaints,Target
CUST0495,49,1211727,Rural,Student,437025,37,9.21,Education,2,115,0,1,-0.76,25.85,0.68,19,1,0
CUST0496,46,454444,Urban,Self-Employed,998377,28,10.66,Education,2,153,0,5,-0.75,68.53,0.41,13,1,1
CUST0497,30,803561,Rural,Student,178389,11,13.81,Auto,2,149,1,6,0.13,46.07,0.73,21,1,0
CUST0498,46,1061291,Suburban,Salaried,763987,29,11.53,Home,2,148,1,2,-0.46,56.82,0.11,15,0,0
CUST0499,54,411837,Rural,Unemployed,247227,25,12.4,Auto,3,0,2,3,-0.22,50.53,0.61,28,1,1
CUST0500,61,310017,Suburban,Self-Employed,542402,42,9.6,Personal,3,164,0,2,-0.2,15.2,0.44,31,2,1
CUST0501,27,323618,Rural,Student,861804,25,12.78,Education,5,76,3,6,-0.64,5.61,0.06,18,0,1
CUST0502,24,659297,Suburban,Self-Employed,840074,17,12.17,Auto,1,84,1,6,-1,52.43,0.54,34,1,1
CUST0503,31,1373917,Suburban,Student,310220,38,7.52,Auto,3,45,0,3,0.71,37.04,0.08,42,1,0
CUST0504,49,1220154,Suburban,Self-Employed,471217,33,11.37,Auto,1,136,1,6,0.43,50.71,0.83,31,1,0
CUST0505,56,1015862,Suburban,Unemployed,346208,13,8.68,Personal,0,144,0,4,0.38,34.59,0.63,19,0,0
CUST0506,45,1979468,Urban,Unemployed,800186,6,13.33,Home,2,46,0,0,0.09,22.82,0.56,39,1,1
CUST0507,41,752076,Suburban,Salaried,850554,42,10.12,Auto,3,58,0,9,0.4,20.88,0.13,19,0,0
CUST0508,56,950865,Urban,Salaried,992324,27,14.95,Personal,1,53,1,3,0.87,52.73,0.29,7,1,1
CUST0509,30,641759,Urban,Student,118431,11,7.29,Education,4,85,0,6,0.33,20.29,0.49,34,0,1
CUST0510,57,1082554,Suburban,Unemployed,105745,26,13.13,Business,1,11,0,1,-0.47,51.6,0.63,41,0,0
CUST0511,29,1812838,Urban,Self-Employed,100081,37,12.23,Personal,0,5,0,1,0.14,27.95,0.18,12,1,1
CUST0512,44,1093741,Rural,Self-Employed,976215,40,13.02,Business,2,52,1,0,-0.12,55.62,0.01,40,0,0
CUST0513,55,740659,Suburban,Self-Employed,266204,20,9.11,Auto,0,143,1,1,0.11,10.71,0.34,5,1,1
CUST0514,55,622845,Urban,Salaried,986297,10,10.68,Auto,4,89,0,9,0.04,15.16,0.48,46,2,1
CUST0515,56,906544,Suburban,Self-Employed,451415,51,13.27,Personal,1,4,2,7,0.72,49.54,0.18,15,0,0
CUST0516,38,524060,Suburban,Salaried,650541,55,8.48,Business,2,72,2,7,0.3,40.56,0.49,4,0,1
CUST0517,59,1846836,Suburban,Salaried,348335,53,8.42,Auto,1,173,3,7,-0.62,15.08,0.34,44,1,0
CUST0518,52,1441835,Urban,Student,846643,11,11.18,Education,1,13,1,0,-0.87,65.05,0.46,33,0,0
CUST0519,44,475128,Rural,Self-Employed,161086,30,10.95,Home,1,171,0,0,-0.15,20.23,0.35,5,0,1
CUST0520,43,1019471,Rural,Self-Employed,506285,51,8.9,Home,2,105,0,9,-0.97,30.61,0.63,32,0,0
CUST0521,52,809719,Urban,Unemployed,464758,45,9.03,Auto,1,51,0,3,-0.36,14.96,0.04,14,2,1
CUST0522,57,1070123,Suburban,Student,474528,34,8.86,Business,2,115,2,5,-0.26,28.24,0.17,14,0,0
CUST0523,32,1045038,Urban,Unemployed,488458,12,13.06,Auto,3,25,0,7,-0.25,35.65,0.43,13,1,1
CUST0524,33,1652408,Urban,Student,938403,45,12.04,Business,4,52,2,1,0.96,21.61,0.36,38,1,1
CUST0525,43,1089097,Urban,Self-Employed,668071,18,13.58,Education,2,108,3,2,-0.39,55.49,0.39,4,2,1
CUST0526,45,1878237,Suburban,Salaried,699969,43,14.79,Business,2,28,1,5,-0.47,28.67,0.8,25,0,0
CUST0527,55,1429720,Urban,Salaried,662181,23,10.53,Auto,3,18,1,9,-0.74,52.66,0.89,47,0,0
CUST0528,61,450195,Suburban,Salaried,549797,7,7.07,Education,3,46,0,3,0.02,15.31,0.25,16,1,0
CUST0529,50,1392324,Urban,Salaried,208763,13,6.91,Personal,2,135,0,1,-0.69,27.46,0.84,42,0,1
CUST0530,37,1652608,Rural,Salaried,652248,16,9.01,Home,3,22,1,6,0.23,1.08,0.46,46,0,1
CUST0531,40,232733,Urban,Unemployed,920820,38,14.43,Auto,1,116,0,3,-0.69,54.74,0.27,15,2,1
CUST0532,45,1989616,Urban,Student,72601,59,10.95,Auto,4,105,0,7,0.15,45.25,0.99,34,0,0
CUST0533,42,726338,Rural,Self-Employed,461236,43,8.81,Auto,0,162,3,7,0.65,58.97,0.82,37,0,0
CUST0534,33,309996,Suburban,Unemployed,189227,53,9.89,Education,5,52,1,6,-0.91,33.08,0.99,22,1,1
CUST0535,39,758221,Suburban,Student,774479,32,11.59,Personal,2,95,1,9,-0.16,57.68,0.17,12,0,0
CUST0536,56,749239,Urban,Salaried,742137,25,12.05,Business,1,4,1,8,-0.08,46.8,0.14,32,1,0
CUST0537,32,756701,Rural,Student,331854,17,7.81,Personal,1,15,1,3,0.58,0.76,0.5,28,1,0
CUST0538,61,1414449,Suburban,Student,420858,48,14.8,Education,1,16,1,6,-0.06,18.64,0.64,45,0,0
CUST0539,39,1959555,Urban,Salaried,729892,36,11.13,Auto,2,159,1,9,0.14,35.81,0.17,33,0,0
CUST0540,32,1150417,Rural,Salaried,703015,32,7.65,Home,1,101,0,9,0.58,44.74,0.86,33,1,1
CUST0541,29,1099005,Suburban,Salaried,986105,37,14.1,Auto,4,179,0,0,0.12,5.19,0.53,26,1,0
CUST0542,27,1236580,Suburban,Self-Employed,637515,15,7.13,Business,3,19,1,3,-0.28,50.91,0.41,14,0,0
CUST0543,48,633816,Rural,Salaried,710327,8,14.22,Home,0,111,2,1,-0.83,39.36,0.6,49,1,1
CUST0544,34,1961711,Rural,Self-Employed,658577,50,14.97,Auto,2,119,1,8,0.46,38.09,0.63,8,0,0
CUST0545,51,1470464,Rural,Salaried,201094,32,12.45,Home,0,110,1,4,0.74,21.38,0.04,25,0,0
CUST0546,39,985332,Rural,Self-Employed,486679,40,13.05,Personal,0,0,2,2,0.94,43.03,1,2,2,0
CUST0547,36,1994029,Urban,Student,780031,36,9.37,Education,2,57,0,3,0.85,2.47,0.36,35,0,0
CUST0548,25,967950,Rural,Unemployed,842154,20,14.5,Auto,3,92,0,5,0.59,5.13,0.06,46,2,1
CUST0549,55,366472,Suburban,Student,732773,21,11,Business,2,171,1,9,0.29,52.97,0.85,4,1,0
CUST0550,32,597710,Suburban,Student,917482,18,12.73,Personal,2,5,0,0,0.56,23.52,0.99,19,0,0
CUST0551,45,411760,Urban,Salaried,552648,54,14.35,Auto,1,107,1,6,-0.14,25.31,0.82,19,0,1
CUST0552,41,322744,Suburban,Self-Employed,808108,40,14.79,Personal,0,102,3,7,0.19,15.4,0.85,4,0,0
CUST0553,56,1978627,Suburban,Unemployed,811282,57,13.58,Business,2,49,0,6,-0.3,32.36,0.63,9,0,0
CUST0554,43,1750522,Rural,Salaried,529083,16,9.08,Auto,3,117,1,6,-0.35,4.22,0.92,15,1,0
CUST0555,36,1291577,Suburban,Salaried,395740,26,14.72,Business,3,109,0,8,0.51,21.98,0.04,24,0,1
CUST0556,59,791652,Urban,Salaried,903164,56,11.84,Home,3,87,0,3,-0.09,38.19,0.77,43,0,1
CUST0557,62,1111420,Rural,Student,455513,59,14.41,Business,3,19,0,6,-0.58,33.79,0.67,24,2,1
CUST0558,59,1031460,Rural,Self-Employed,118323,16,12.25,Home,0,13,0,8,-0.6,71.98,0.05,29,0,0
CUST0559,34,438506,Urban,Self-Employed,335960,35,9.11,Auto,1,132,1,4,0.72,28.3,0.54,13,0,0
CUST0560,51,953019,Rural,Unemployed,614983,53,9.65,Home,2,168,0,1,0.36,28.17,0.52,21,0,1
CUST0561,25,630789,Rural,Self-Employed,462918,58,11.18,Auto,1,39,2,4,0.09,36.51,0.69,42,0,1
CUST0562,55,1904742,Urban,Self-Employed,468458,40,13.22,Auto,4,33,0,3,-0.2,14.11,0.08,27,0,0
CUST0563,43,1110775,Rural,Salaried,105841,27,9.2,Education,0,123,3,7,-0.14,63.16,0.81,29,1,1
CUST0564,49,1960574,Urban,Salaried,440642,43,11.43,Auto,1,44,0,4,-0.89,41.42,0.14,18,0,0
CUST0565,63,1901165,Urban,Student,248784,36,9.44,Home,4,79,1,8,-0.09,14.24,0.42,37,0,0
CUST0566,31,1112727,Suburban,Salaried,157096,19,13.43,Education,1,70,3,8,0.59,57.23,0.88,41,1,1
CUST0567,38,699722,Suburban,Salaried,142764,29,10.47,Education,2,154,0,2,-0.22,2.95,0.56,19,0,1
CUST0568,32,1933693,Rural,Salaried,496790,55,7.15,Auto,4,77,2,9,-0.23,70.75,0.38,34,1,0
CUST0569,29,758924,Rural,Salaried,660032,54,7.91,Business,2,77,0,5,-0.97,62.36,0.05,21,0,1
CUST0570,30,1984033,Urban,Student,864914,37,7.02,Business,3,171,0,5,-0.08,41.94,0.67,14,0,0
CUST0571,64,379352,Rural,Salaried,583459,41,10.74,Education,1,32,1,3,-0.95,8.46,0.99,10,1,0
CUST0572,37,1010694,Urban,Unemployed,675043,37,7.4,Auto,2,32,2,9,0.14,15.89,0.91,33,1,1
CUST0573,58,393283,Urban,Unemployed,542148,20,7.47,Business,1,43,2,2,0.01,20.48,0.72,23,0,1
CUST0574,27,1172346,Rural,Unemployed,682413,48,14.5,Auto,3,19,1,0,0.68,17.73,0.11,5,1,1
CUST0575,33,1115015,Urban,Unemployed,967154,40,13.92,Auto,3,110,1,6,0.16,36.07,0.24,16,0,0
CUST0576,60,1698771,Suburban,Salaried,418226,8,10.34,Education,1,163,1,4,-0.35,68.04,0.19,27,0,0
CUST0577,62,1198974,Rural,Unemployed,53696,21,14.88,Education,3,6,0,9,0.03,32.26,0.36,49,1,1
CUST0578,29,631413,Suburban,Salaried,176310,10,6.5,Personal,3,159,1,6,0.4,47.8,0.24,30,0,0
CUST0579,47,1552564,Rural,Student,987562,26,11.72,Business,3,166,2,0,-0.81,49.73,0.24,35,0,0
CUST0580,22,526898,Urban,Unemployed,725673,15,11.74,Business,2,23,1,7,0.24,62.82,0.62,8,0,0
CUST0581,25,1151661,Rural,Self-Employed,855581,24,10.39,Business,0,69,0,2,0.83,2.92,0.32,9,0,1
CUST0582,49,1063561,Suburban,Unemployed,966496,30,9.87,Home,4,111,2,6,-0.4,29.41,0.68,20,0,0
CUST0583,57,502186,Urban,Unemployed,889953,9,10.37,Auto,1,103,1,2,0.25,56.61,0.95,33,0,1
CUST0584,58,1310241,Rural,Salaried,95740,34,10.03,Education,2,53,1,2,0.64,58.76,0.64,30,1,0
CUST0585,39,1495160,Rural,Unemployed,156611,24,12.71,Business,2,37,2,9,0.02,66.8,0.75,28,0,1
CUST0586,28,1365529,Rural,Self-Employed,448172,48,7.65,Personal,1,73,2,8,0.44,50.75,0.75,42,2,1
CUST0587,21,676072,Suburban,Salaried,518947,7,8.18,Business,2,79,1,1,-0.38,18.03,0.33,42,0,1
CUST0588,42,1931312,Suburban,Salaried,525828,15,8.03,Auto,6,31,0,3,-0.39,36.66,0.01,10,2,1
CUST0589,37,1226553,Rural,Student,823210,48,8.73,Auto,0,44,1,5,0.34,2.81,0.06,32,0,0
CUST0590,27,1435202,Urban,Student,378785,30,10.96,Education,4,60,2,2,0.41,46.76,0.28,45,0,1
CUST0591,45,345271,Urban,Unemployed,638099,25,7.45,Home,2,52,2,9,0.87,40.13,0.69,0,1,1
CUST0592,24,318533,Suburban,Student,495376,53,13.88,Education,1,127,1,9,-0.55,48.18,0.91,20,0,0
CUST0593,56,1168452,Urban,Student,756673,24,9.03,Business,2,178,1,6,-0.06,67.01,0.96,22,0,0
CUST0594,26,1846645,Suburban,Student,637520,28,7.88,Personal,4,75,1,6,-0.5,49.64,0.03,8,1,1
CUST0595,51,1714542,Rural,Salaried,851849,29,12.24,Education,1,26,1,4,-0.84,23.41,0.99,0,2,1
CUST0596,39,266262,Suburban,Salaried,730089,16,6.82,Home,2,165,0,2,-0.19,14.71,0.32,20,0,1
CUST0597,64,1033032,Suburban,Salaried,162492,51,11.77,Education,2,61,1,1,-0.25,61.61,0.84,21,0,1
CUST0598,59,276898,Rural,Student,80099,39,12.43,Auto,5,17,1,3,-0.46,14.39,0.18,3,3,1
CUST0599,47,655699,Urban,Salaried,803494,33,8.33,Business,1,126,1,3,-0.41,12.06,0.06,0,0,1
CUST0600,30,1397945,Suburban,Student,473177,10,6.86,Business,0,108,0,7,-0.28,15.27,0.38,9,0,0
CUST0601,46,754736,Suburban,Salaried,980106,10,9.59,Business,2,102,1,7,0.98,36.88,0.86,14,0,0
CUST0602,39,488316,Rural,Salaried,692762,56,7.34,Business,1,76,2,4,0.57,9.38,0.22,35,1,0
CUST0603,59,1256233,Urban,Self-Employed,321400,26,7.49,Business,0,116,0,5,-0.86,67.58,0.15,28,0,1
CUST0604,23,677602,Suburban,Unemployed,529336,17,8.66,Business,1,103,3,7,0.74,69.59,0.91,45,0,1
CUST0605,33,1144189,Rural,Student,817876,55,9.01,Personal,1,157,1,0,0.27,70.13,0.94,4,0,1
CUST0606,48,1239504,Suburban,Self-Employed,608969,9,11,Home,2,48,2,4,0.78,3.3,0.01,28,0,1
CUST0607,40,574999,Rural,Salaried,141328,59,12.27,Business,2,168,1,3,-0.32,68.15,0.73,46,0,1
CUST0608,48,1932767,Urban,Student,792800,54,11.54,Home,2,115,1,3,-0.07,71.82,0.31,46,1,0
CUST0609,28,207906,Urban,Salaried,355505,47,7.76,Business,0,140,1,1,0.79,67.88,0.37,26,1,1
CUST0610,61,1572133,Urban,Unemployed,507719,25,7.96,Education,3,161,2,9,-0.45,48.47,0.47,24,1,1
CUST0611,59,1826892,Urban,Self-Employed,84540,43,13.97,Business,1,99,0,0,0.83,50.64,0.43,15,1,0
CUST0612,21,993719,Suburban,Unemployed,207608,30,11.25,Auto,1,124,1,5,0.66,9.24,0.51,15,0,0
CUST0613,23,1544380,Suburban,Self-Employed,134700,19,13.89,Personal,3,24,1,6,0.96,63.01,0.58,35,0,0
CUST0614,33,1717550,Urban,Salaried,390676,16,9.66,Education,1,127,1,4,-0.35,4.76,0.47,24,0,0
CUST0615,48,1046936,Urban,Unemployed,761935,37,11.72,Education,0,99,0,7,-0.53,23.22,0.7,40,1,1
CUST0616,45,915080,Urban,Unemployed,439770,16,10.95,Auto,1,145,0,8,-0.34,71.37,0.72,0,0,1
CUST0617,53,1875843,Suburban,Salaried,446087,23,9.21,Business,2,4,1,1,0.91,30.7,0.44,4,0,0
CUST0618,58,234701,Urban,Unemployed,96002,32,10.49,Personal,2,18,2,3,-0.33,9.88,0.14,40,2,1
CUST0619,26,1331876,Urban,Student,99812,59,10.77,Education,1,169,1,8,0.13,69.8,0.64,19,0,0
CUST0620,64,965537,Urban,Self-Employed,465842,23,8.21,Personal,1,17,1,4,-0.19,70.87,0.77,4,2,0
CUST0621,52,1921610,Rural,Self-Employed,765339,28,9.18,Education,4,120,1,2,-0.21,13.87,0.64,35,0,0
CUST0622,41,283560,Urban,Self-Employed,307906,16,13.23,Business,3,31,1,5,-0.61,62.33,0.59,28,1,1
CUST0623,36,442615,Rural,Student,158946,26,14.28,Education,0,148,1,2,0.07,28.42,0.23,47,0,0
CUST0624,41,243642,Rural,Self-Employed,116668,49,9.56,Education,1,9,1,4,0.7,27.77,0.65,33,1,0
CUST0625,31,717083,Urban,Salaried,149003,10,9.11,Home,3,36,2,2,-0.9,19.28,0.33,47,1,0
CUST0626,57,691036,Rural,Unemployed,785430,28,8.16,Business,3,176,2,5,0.78,3.7,0.92,17,1,1
CUST0627,56,527304,Urban,Student,270462,46,12.27,Auto,1,85,1,9,0.33,19.66,0.65,1,1,1
CUST0628,55,565464,Suburban,Self-Employed,879430,30,9.25,Auto,2,12,1,4,0.23,4.35,0.28,15,0,0
CUST0629,39,813089,Suburban,Salaried,769174,46,14.9,Business,3,144,1,8,0.25,66.59,0.47,28,0,1
CUST0630,40,1536651,Suburban,Unemployed,678889,59,9.27,Auto,1,8,0,2,-0.41,47.81,0.85,32,1,0
CUST0631,38,1342953,Suburban,Unemployed,319956,15,9.85,Business,0,87,1,5,-0.17,63.89,0.34,15,0,1
CUST0632,61,526916,Rural,Student,111844,27,11.63,Auto,2,171,0,7,0.6,51.79,0.53,34,0,0
CUST0633,34,1700554,Urban,Student,775453,24,13.31,Home,3,45,5,6,-0.39,9.89,0.68,46,0,1
CUST0634,35,512250,Urban,Student,445395,6,10.49,Auto,2,135,1,5,-0.06,67.75,0.75,42,1,1
CUST0635,51,805409,Urban,Salaried,749158,12,10.09,Education,3,118,0,1,-0.96,64.84,0.17,41,0,0
CUST0636,21,1274135,Suburban,Salaried,124601,9,14.96,Business,0,164,1,6,0.47,25.39,0.57,16,0,0
CUST0637,23,1092027,Suburban,Student,975779,6,6.59,Personal,2,18,0,7,-0.16,8.47,0.91,3,2,1
CUST0638,36,758030,Urban,Self-Employed,360001,20,14.11,Personal,4,173,2,0,0.05,50.85,0.97,48,0,0
CUST0639,43,1056101,Suburban,Unemployed,437699,45,7.77,Business,4,93,2,8,-0.77,52.58,0.66,3,0,0
CUST0640,31,1925690,Urban,Unemployed,544700,17,13.18,Home,2,25,2,3,0.98,64.62,0.98,24,0,0
CUST0641,32,1383620,Urban,Salaried,332844,27,11.75,Auto,2,45,2,7,-0.4,4.26,0.57,32,0,0
CUST0642,30,1360793,Urban,Unemployed,832215,27,9.41,Home,1,117,2,9,0.27,10.63,0.44,13,1,1
CUST0643,52,1814737,Urban,Self-Employed,482680,55,13.93,Personal,1,45,0,6,0.16,43.27,0.55,23,0,0
CUST0644,36,1092964,Urban,Unemployed,223423,52,6.61,Business,0,13,4,9,0.57,44.77,0.12,10,1,1
CUST0645,28,603119,Urban,Salaried,143330,22,8.43,Business,2,84,1,6,-0.41,2.9,0.4,24,1,1
CUST0646,58,858380,Urban,Salaried,275391,34,11.32,Home,0,62,0,1,0.51,28.88,0.46,27,0,0
CUST0647,32,1335564,Suburban,Self-Employed,263606,51,9.49,Home,1,71,2,0,-0.23,42.27,0.85,6,0,0
CUST0648,44,769936,Urban,Self-Employed,457085,19,11.69,Auto,3,2,1,3,-0.18,53.26,0.76,48,0,0
CUST0649,48,325991,Urban,Unemployed,241387,55,6.7,Education,0,27,0,1,0.35,23.1,0.6,35,0,0
CUST0650,28,602732,Suburban,Unemployed,291133,25,7.49,Education,2,124,0,7,0.57,35.1,0.35,9,0,1
CUST0651,48,706079,Suburban,Salaried,536904,55,7.58,Auto,1,156,0,9,0.33,58.7,0.19,48,0,0
CUST0652,56,726684,Suburban,Self-Employed,464170,53,8.11,Education,2,86,0,6,0.8,68.7,0.35,35,1,1
CUST0653,46,1332658,Urban,Self-Employed,736915,38,10.4,Personal,0,145,1,7,-0.43,16.97,0.68,30,0,0
CUST0654,28,328322,Rural,Self-Employed,375497,48,12.89,Education,2,162,0,5,0.8,18.59,0.26,18,0,1
CUST0655,48,856951,Rural,Unemployed,525406,20,14.2,Auto,1,76,1,0,-0.74,67.7,0.43,17,0,0
CUST0656,48,211303,Suburban,Self-Employed,488242,17,13.6,Education,3,75,0,8,0.32,28.81,0.39,48,0,1
CUST0657,57,1410209,Rural,Salaried,412916,45,8.17,Business,3,174,2,5,0.1,51.86,0.77,5,0,0
CUST0658,61,1582439,Suburban,Salaried,228048,59,10.25,Home,2,113,0,9,-0.01,44.28,0.88,27,0,1
CUST0659,56,1498266,Urban,Unemployed,403646,25,8.19,Personal,2,132,3,0,-0.38,20.92,0.7,6,0,0
CUST0660,47,1209612,Rural,Student,426087,35,8.75,Business,2,74,1,0,0.01,47.23,0.34,37,0,0
CUST0661,37,299616,Urban,Unemployed,421994,43,10.78,Business,0,58,0,7,-0.68,47.37,0.43,11,1,1
CUST0662,29,1110597,Rural,Student,619383,8,7.08,Auto,2,58,1,5,-0.26,42.86,0.14,40,0,0
CUST0663,53,1334807,Urban,Self-Employed,195342,33,8.35,Home,2,46,0,7,-0.8,7.63,0.17,49,3,1
CUST0664,40,469458,Rural,Unemployed,736268,31,14.45,Home,1,94,2,7,0.14,71.65,0.16,33,1,1
CUST0665,33,1268199,Urban,Salaried,851955,35,10.46,Personal,3,140,1,7,-0.81,29.13,0.13,24,1,0
CUST0666,48,923035,Urban,Self-Employed,112433,18,10.29,Auto,1,77,1,9,-0.68,46.13,0.18,16,0,0
CUST0667,49,690042,Rural,Salaried,594279,18,6.62,Personal,1,112,0,6,-0.83,63.83,0.2,32,1,1
CUST0668,33,658298,Urban,Self-Employed,322919,7,8.6,Education,2,108,1,6,-0.24,30.77,0.11,22,0,1
CUST0669,55,1247343,Urban,Unemployed,521017,42,13.86,Business,1,105,1,9,0.68,55.84,0.64,8,0,0
CUST0670,26,1725416,Urban,Student,397139,54,7.9,Personal,1,88,0,3,0.81,69.99,0.99,5,0,0
CUST0671,38,305228,Rural,Self-Employed,197745,43,10.03,Business,0,32,1,8,-0.86,26.16,0.88,1,0,0
CUST0672,25,626346,Rural,Student,697096,7,6.62,Auto,3,96,0,1,0.27,29.48,0.05,37,0,1
CUST0673,45,1955692,Urban,Self-Employed,732416,41,10.57,Education,2,78,4,8,0.37,65.25,0.42,8,1,1
CUST0674,22,1084056,Urban,Salaried,187686,59,6.68,Auto,2,15,1,9,0.07,11.91,0.86,2,0,0
CUST0675,30,1930228,Rural,Salaried,57415,31,13.47,Education,4,43,1,2,0.33,2.54,0.13,15,1,1
CUST0676,50,1769123,Rural,Self-Employed,820326,16,13.51,Education,1,119,6,1,-0.53,65.49,0.85,24,0,1
CUST0677,25,1317850,Urban,Student,487100,13,13.2,Business,3,133,0,3,-0.02,59.24,0.59,23,0,1
CUST0678,53,1382117,Urban,Unemployed,984468,49,8.91,Auto,2,107,1,4,-0.22,70.04,0.93,46,0,0
CUST0679,21,1302523,Urban,Unemployed,828493,45,13.62,Auto,2,142,1,1,-0.82,4.66,0.88,28,0,0
CUST0680,38,1926470,Suburban,Salaried,349188,48,11.12,Personal,1,3,3,0,0.25,11.67,0.68,43,2,0
CUST0681,52,1443268,Rural,Unemployed,762509,27,9.68,Auto,3,55,1,9,-0.01,8.03,0.66,39,0,1
CUST0682,31,248874,Suburban,Salaried,218616,25,11.82,Personal,1,63,0,4,-0.45,49.36,0.21,25,0,0
CUST0683,41,1822572,Rural,Unemployed,99976,13,6.6,Home,2,161,2,8,-0.05,43.83,0.12,37,0,1
CUST0684,46,1323129,Rural,Self-Employed,475468,34,7.72,Home,1,94,2,4,0.55,26.19,0.42,34,0,0
CUST0685,45,792632,Rural,Salaried,315976,45,12.81,Home,3,55,1,9,0.6,4.61,0.19,22,0,0
CUST0686,42,909662,Rural,Salaried,271883,31,8.58,Auto,3,31,0,8,0.3,46.24,0.1,3,1,1
CUST0687,47,771926,Rural,Self-Employed,261509,35,11.58,Auto,1,115,0,9,-0.06,41.26,0.3,41,0,0
CUST0688,33,1326825,Rural,Salaried,546965,22,9.77,Personal,2,8,1,5,0.15,8.57,0.86,13,0,0
CUST0689,53,727007,Rural,Unemployed,870580,25,13.77,Education,0,104,0,2,-0.23,65.49,0.02,46,0,1
CUST0690,54,878250,Suburban,Unemployed,813529,57,14.6,Personal,2,77,2,3,-0.75,14.72,0.29,38,2,1
CUST0691,61,670452,Urban,Salaried,568823,21,14.01,Home,2,160,0,3,-0.23,53.66,0.42,6,0,0
CUST0692,55,1678301,Urban,Unemployed,269526,51,8.8,Personal,0,86,1,0,0.06,63.78,0.51,7,3,1
CUST0693,21,242534,Suburban,Student,948662,48,8.15,Education,3,20,2,2,0.2,41.93,0.18,41,0,1
CUST0694,41,695518,Suburban,Salaried,397220,12,10.53,Auto,4,54,0,2,0.87,18.15,0.96,18,0,1
CUST0695,26,816529,Suburban,Self-Employed,874834,21,6.56,Personal,0,75,0,0,0.55,22.61,0.58,1,0,0
CUST0696,48,612003,Suburban,Student,763087,50,6.72,Home,3,129,0,8,-0.7,63.83,0.52,46,1,1
CUST0697,37,326209,Rural,Salaried,88578,52,11.2,Home,1,140,0,0,-0.65,21.83,0.01,0,0,0
CUST0698,25,642061,Urban,Self-Employed,664741,53,10.92,Auto,2,125,1,8,-0.8,53.85,0.49,41,0,1
CUST0699,51,1437580,Rural,Unemployed,465534,32,14.95,Personal,3,131,1,0,0.48,71.3,0.84,37,1,1
CUST0700,25,816412,Urban,Self-Employed,912147,58,8.22,Education,2,83,0,1,0.41,71.99,0.22,12,0,1
CUST0701,58,1864523,Urban,Student,258859,28,8.69,Auto,0,177,0,1,0.97,38.64,0.35,41,0,0
CUST0702,23,364134,Suburban,Unemployed,161435,29,7.47,Personal,0,114,0,5,0.04,59.6,0.02,43,0,1
CUST0703,43,1324289,Rural,Salaried,790389,14,14.3,Business,1,47,0,6,0.65,71.3,0.98,23,0,0
CUST0704,57,1991199,Suburban,Unemployed,201538,40,13.11,Home,4,122,1,0,0.15,27.29,0.07,31,0,0
CUST0705,57,688972,Rural,Salaried,932174,56,13.49,Education,1,77,1,2,0.75,18.55,0.9,29,1,1
CUST0706,30,1177965,Urban,Salaried,95475,25,14.17,Education,0,29,1,1,0.44,8.67,0.31,5,2,0
CUST0707,30,1323994,Suburban,Self-Employed,896574,42,10.96,Education,2,28,1,7,0.29,10.57,0.59,37,1,0
CUST0708,39,1184176,Suburban,Self-Employed,790520,47,10.34,Home,0,135,0,8,0.13,61.53,0.68,32,1,1
CUST0709,37,1376808,Urban,Self-Employed,207636,22,9.31,Personal,3,139,1,1,0.45,42.59,0.14,43,2,1
CUST0710,41,720551,Urban,Student,203484,52,11.51,Auto,3,40,1,1,-0.16,62.97,0.44,22,0,1
CUST0711,34,363038,Urban,Student,143526,36,10.36,Personal,2,25,1,9,-0.81,56.95,0.33,9,0,0
CUST0712,29,1190049,Suburban,Self-Employed,101001,13,10.34,Auto,4,49,2,8,-0.92,48.67,0.06,45,0,1
CUST0713,21,1130491,Rural,Student,894081,20,14.46,Education,0,1,1,3,-0.04,44.07,0.83,14,0,0
CUST0714,33,1416959,Suburban,Unemployed,242029,36,14.86,Personal,4,54,2,4,0.2,3.96,0.05,22,0,1
CUST0715,24,1574572,Rural,Unemployed,478733,58,13.27,Education,1,103,2,8,-0.84,62.87,0.65,35,0,1
CUST0716,21,458722,Suburban,Student,718516,35,12.93,Business,2,13,1,5,-0.43,30.38,0.31,0,1,1
CUST0717,60,332079,Suburban,Student,990568,51,12.28,Education,1,133,3,9,-0.36,40.52,0.19,7,0,1
CUST0718,52,402053,Urban,Unemployed,599999,25,7.91,Education,1,127,1,8,0.13,2.07,0.67,2,0,1
CUST0719,54,800530,Rural,Salaried,604394,44,7,Auto,4,103,0,8,-0.44,67.43,0.57,13,1,1
CUST0720,48,1427165,Suburban,Unemployed,901890,58,12.37,Business,0,94,0,6,-0.81,65.05,0.32,16,0,0
CUST0721,51,1751814,Suburban,Unemployed,984093,17,12.69,Education,0,80,1,9,-0.67,39.34,0.51,33,0,0
CUST0722,28,1277833,Urban,Student,532488,54,6.9,Education,3,60,0,8,-0.65,41.78,0.25,46,0,1
CUST0723,59,680488,Urban,Unemployed,442573,22,14.39,Business,1,11,2,4,0.69,50.91,0.86,5,0,0
CUST0724,46,635423,Rural,Student,267583,47,7.27,Business,2,12,2,4,-0.43,19.43,0.31,4,0,0
CUST0725,54,1392929,Suburban,Student,413898,35,8.93,Personal,1,146,1,7,0.43,16.37,0.25,45,0,0
